字號,字,聲母,韻母,調值,調類,備註
1,東,t,oŋ,55,陰平,
18,同,d,oŋ,223,陽平,
63,中,ts,oŋ,55,陰平,當中之意
67,蟲,dz,oŋ,223,陽平,
75,終,ts,oŋ,55,陰平,
93,崇,z,oŋ,223,陽平,
97,嵩,s,oŋ,55,陰平,
106,戎,z,oŋ,223,陽平,
114,絨,ȵ,ioŋ,223,陽平,
115,弓,k,oŋ,55,陰平,
126,熊,ɦ,ioŋ,223,陽平,
133,穹,dʑ,ioŋ,223,陽平,
140,窮,dʑ,ioŋ,223,陽平,
143,馮,v,oŋ,223,陽平,
150,風,f,oŋ,55,陰平,
157,豐,f,oŋ,55,陰平,
165,充,tsʰ,oŋ,55,陰平,
172,隆,l,oŋ,223,陽平,
178,空,kʰ,oŋ,55,陰平,空虛之意
192,公,K,oŋ,55,陰平,
200,攻,k,oŋ,55,陰平,
205,蒙,m,oŋ,223,陽平,
240,聾,l,oŋ,223,陽平,
262,紅,ɦ,oŋ,223,陽平,
282,叢,dz,oŋ,223,陽平,
287,翁,ʔ,oŋ,55,陰平,
297,葱,tsʰ,oŋ,55,陰平,
310,通,tʰ,oŋ,55,陰平,
343,篷,b,oŋ,223,陽平,
351,烘,x,oŋ,55,陰平,
361,冬,t,oŋ,55,陰平,
401,農,ȵ,ioŋ,223,陽平,
422,宗,ts,oŋ,55,陰平,
427,鍾,ts,oŋ,55,陰平,
445,龍,l,oŋ,223,陽平,
460,松,s,oŋ,55,陰平,
465,衝,tsʰ,oŋ,55,陰平,衝鋒之意
475,容,ɦ,ioŋ,223,陽平,
510,封,f,oŋ,55,陰平,
515,胷,ɕ,ioŋ,55,陰平,
530,雍,ʔ,ioŋ,55,陰平,
547,濃,ȵ,ioŋ,223,陽平,
553,重,dz,oŋ,223,陽平,重複之意
560,從,dz,oŋ,223,陽平,跟從之意
571,縫,v,oŋ,223,陽平,縫衣之意
585,蜂,f,oŋ,55,陰平,
597,蹤,ts,oŋ,55,陰平,同「踪」
633,恭,k,oŋ,55,陰去,
664,江,tɕ,iAŋ,55,陰平,
664,江,k,Aŋ,55,陰平,
698,䆫,tsʰ,Aŋ,55,陰平,
706,邦,p,Aŋ,55,陰平,
712,降,ɦ,Aŋ,223,陽平,投降之意
725,雙,s,Aŋ,55,陰平,
732,龐,b,Aŋ,223,陽平,
742,腔,tɕʰ,iAŋ,55,陰平,
765,樁,ts,Aŋ,55,陰平,
772,支,ts,ɿ,55,陰平,
801,移,ɦ,ij,24,陽上,
834,為,ɦ,uɐɪ,223,陽平,作為之意
880,垂,dz,ɐɪ,231,陽去,
891,吹,tsʰ,yj,55,陰平,
891,吹,tɕʰ,ɐɹ,55,陰平,
