字號,字,聲母,韻母,調值,調類,備註
1,東,t,oŋ,33,陰平,
2,菄,t,oŋ,33,陰平,
22,銅,tʰ,oŋ,24,陽平,
63,中,tʃ,oŋ,33,陰平,中間
67,蟲,tʃʰ,oŋ,24,陽平,
113,狨,0,ioŋ,24,陽平,
114,絨,0,ioŋ,24,陽平,
115,弓,k,oŋ,33,陰平,
119,宮,tʃ,oŋ,33,陰平,
126,熊,ʃ,oŋ,24,陽平,
140,窮,0,ioŋ,24,陽平,白讀
140,窮,tʃʰ,ioŋ,24,陽平,文讀
143,馮,f,oŋ,24,陽平,
150,風,f,oŋ,33,陰平,
151,飌,f,oŋ,33,陰平,
178,空,kʰ,oŋ,33,陰平,空虛
192,公,k,oŋ,33,陰平,
194,工,k,oŋ,33,陰平,
205,蒙,m,oŋ,24,陽平,
232,籠,l,oŋ,24,陽平,
262,紅,f,oŋ,24,陽平,
287,翁,v,oŋ,33,陰平,
297,葱,tsʰ,oŋ,33,陰平,
310,通,tʰ,oŋ,33,陰平,
326,椶,ts,oŋ,33,陰平,
343,篷,pʰ,oŋ,24,陽平,
361,冬,t,oŋ,33,陰平,
362,𡘬,t,oŋ,33,陰平,
401,農,n,oŋ,24,陽平,
402,䢉,n,oŋ,24,陽平,
403,辳,n,oŋ,24,陽平,
404,𨑋,n,oŋ,24,陽平,
411,𧗕,n,oŋ,24,陽平,
412,膿,n,oŋ,24,陽平,
422,宗,ts,oŋ,33,陰平,
424,鬆,s,oŋ,33,陰平,鬆緊
425,䯳,s,oŋ,33,陰平,鬆緊
428,鐘,tʃ,oŋ,33,陰平,
445,龍,t,oŋ,24,陽平,
454,舂,tʃ,oŋ,33,陰平,
460,松,tsʰ,oŋ,24,陽平,松樹
461,㮤,tsʰ,oŋ,24,陽平,松樹
464,𧘂,tʃʰ,oŋ,33,陰平,
465,衝,tʃʰ,oŋ,33,陰平,
475,容,0,ioŋ,24,陽平,
510,封,f,oŋ,33,陰平,
511,𡉚,f,oŋ,33,陰平,
515,胷,ʃ,ioŋ,33,陰平,
516,凶,ʃ,ioŋ,33,陰平,
517,𣧑,ʃ,ioŋ,33,陰平,
547,濃,n,oŋ,24,陽平,
553,重,tʃʰ,oŋ,24,陽平,重複
560,從,tsʰ,oŋ,24,陽平,從來
561,从,tsʰ,oŋ,24,陽平,從來
571,縫,f,oŋ,24,陽平,裁縫
584,蠭,f,oŋ,33,陰平,
585,蜂,f,oŋ,33,陰平,
